location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 05:00:00 +0200;Thursday;59;7;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 06:00:00 +0200;Thursday;142;6;cloudy;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 07:00:00 +0200;Thursday;579;6;cloudy;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 08:00:00 +0200;Thursday;882;8;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 09:00:00 +0200;Thursday;1453;12;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 10:00:00 +0200;Thursday;2431;14;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 11:00:00 +0200;Thursday;3570;16;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 12:00:00 +0200;Thursday;9465;15;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 13:00:00 +0200;Thursday;4447;17;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 14:00:00 +0200;Thursday;4276;18;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 15:00:00 +0200;Thursday;4807;18;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 16:00:00 +0200;Thursday;4861;18;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 17:00:00 +0200;Thursday;4433;18;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 18:00:00 +0200;Thursday;3720;19;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 19:00:00 +0200;Thursday;2624;17;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 20:00:00 +0200;Thursday;1298;16;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 21:00:00 +0200;Thursday;672;15;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 22:00:00 +0200;Thursday;369;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-03 23:00:00 +0200;Thursday;226;12;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 00:00:00 +0200;Friday;90;12;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 01:00:00 +0200;Friday;54;11;cloudy;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 02:00:00 +0200;Friday;30;10;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 03:00:00 +0200;Friday;28;9;cloudy;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 04:00:00 +0200;Friday;22;8;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 05:00:00 +0200;Friday;56;7;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 06:00:00 +0200;Friday;267;8;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 07:00:00 +0200;Friday;513;8;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 08:00:00 +0200;Friday;817;11;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 09:00:00 +0200;Friday;1691;13;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 10:00:00 +0200;Friday;2679;15;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 11:00:00 +0200;Friday;3526;17;clear-day;
