location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Neue Schönhauser Straße, Berlin;2021-08-22 08:00:00 +0200;Sunday;42;17;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 09:00:00 +0200;Sunday;83;18;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 10:00:00 +0200;Sunday;147;19;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 11:00:00 +0200;Sunday;209;21;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 12:00:00 +0200;Sunday;326;22;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 13:00:00 +0200;Sunday;256;22;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 14:00:00 +0200;Sunday;287;23;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 15:00:00 +0200;Sunday;251;22;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 16:00:00 +0200;Sunday;425;22;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-22 17:00:00 +0200;Sunday;373;21;rain;
Neue Schönhauser Straße, Berlin;2021-08-22 18:00:00 +0200;Sunday;368;21;rain;
Neue Schönhauser Straße, Berlin;2021-08-22 19:00:00 +0200;Sunday;272;20;rain;
Neue Schönhauser Straße, Berlin;2021-08-22 20:00:00 +0200;Sunday;195;20;rain;
Neue Schönhauser Straße, Berlin;2021-08-22 21:00:00 +0200;Sunday;171;19;rain;
Neue Schönhauser Straße, Berlin;2021-08-22 22:00:00 +0200;Sunday;103;18;rain;
Neue Schönhauser Straße, Berlin;2021-08-22 23:00:00 +0200;Sunday;61;18;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 00:00:00 +0200;Monday;40;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 01:00:00 +0200;Monday;2;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 02:00:00 +0200;Monday;9;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 03:00:00 +0200;Monday;3;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 04:00:00 +0200;Monday;1;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 05:00:00 +0200;Monday;10;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 06:00:00 +0200;Monday;25;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 07:00:00 +0200;Monday;87;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 08:00:00 +0200;Monday;174;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 09:00:00 +0200;Monday;249;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 10:00:00 +0200;Monday;360;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 11:00:00 +0200;Monday;538;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 12:00:00 +0200;Monday;858;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 13:00:00 +0200;Monday;871;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-23 14:00:00 +0200;Monday;929;17;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-23 15:00:00 +0200;Monday;905;20;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-23 16:00:00 +0200;Monday;972;21;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-23 17:00:00 +0200;Monday;932;21;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-23 18:00:00 +0200;Monday;882;20;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-23 19:00:00 +0200;Monday;616;18;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-23 20:00:00 +0200;Monday;359;17;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-23 21:00:00 +0200;Monday;231;16;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-23 22:00:00 +0200;Monday;106;15;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-23 23:00:00 +0200;Monday;59;15;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 00:00:00 +0200;Tuesday;37;14;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 01:00:00 +0200;Tuesday;5;14;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 02:00:00 +0200;Tuesday;2;13;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 03:00:00 +0200;Tuesday;8;13;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 04:00:00 +0200;Tuesday;6;12;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 05:00:00 +0200;Tuesday;8;12;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 06:00:00 +0200;Tuesday;29;11;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 07:00:00 +0200;Tuesday;102;11;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 08:00:00 +0200;Tuesday;240;13;clear-day;
Neue Schönhauser Straße, Berlin;2021-08-24 09:00:00 +0200;Tuesday;243;14;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 10:00:00 +0200;Tuesday;365;16;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 11:00:00 +0200;Tuesday;533;18;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 12:00:00 +0200;Tuesday;815;19;clear-day;
Neue Schönhauser Straße, Berlin;2021-08-24 13:00:00 +0200;Tuesday;1023;20;clear-day;
Neue Schönhauser Straße, Berlin;2021-08-24 14:00:00 +0200;Tuesday;908;20;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 15:00:00 +0200;Tuesday;1017;21;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 16:00:00 +0200;Tuesday;945;22;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 17:00:00 +0200;Tuesday;975;22;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 18:00:00 +0200;Tuesday;1045;21;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 19:00:00 +0200;Tuesday;694;20;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 20:00:00 +0200;Tuesday;356;18;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-24 21:00:00 +0200;Tuesday;234;17;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 22:00:00 +0200;Tuesday;165;15;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-24 23:00:00 +0200;Tuesday;74;14;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-25 00:00:00 +0200;Wednesday;22;14;clear-night;
Neue Schönhauser Straße, Berlin;2021-08-25 01:00:00 +0200;Wednesday;14;13;clear-night;
Neue Schönhauser Straße, Berlin;2021-08-25 02:00:00 +0200;Wednesday;1;12;clear-night;
Neue Schönhauser Straße, Berlin;2021-08-25 03:00:00 +0200;Wednesday;8;11;clear-night;
Neue Schönhauser Straße, Berlin;2021-08-25 04:00:00 +0200;Wednesday;6;10;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-25 05:00:00 +0200;Wednesday;5;9;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-25 06:00:00 +0200;Wednesday;37;9;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-25 07:00:00 +0200;Wednesday;128;9;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 08:00:00 +0200;Wednesday;225;10;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 09:00:00 +0200;Wednesday;250;12;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 10:00:00 +0200;Wednesday;322;15;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 11:00:00 +0200;Wednesday;524;17;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 12:00:00 +0200;Wednesday;885;18;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-25 13:00:00 +0200;Wednesday;924;20;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 14:00:00 +0200;Wednesday;852;21;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 15:00:00 +0200;Wednesday;1044;22;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 16:00:00 +0200;Wednesday;965;22;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 17:00:00 +0200;Wednesday;999;22;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 18:00:00 +0200;Wednesday;988;22;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-25 19:00:00 +0200;Wednesday;625;21;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-25 20:00:00 +0200;Wednesday;295;19;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-25 21:00:00 +0200;Wednesday;140;18;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-25 22:00:00 +0200;Wednesday;76;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-25 23:00:00 +0200;Wednesday;41;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-26 00:00:00 +0200;Thursday;22;16;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-26 01:00:00 +0200;Thursday;4;15;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-26 02:00:00 +0200;Thursday;8;15;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-26 03:00:00 +0200;Thursday;8;15;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-26 04:00:00 +0200;Thursday;7;14;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-26 05:00:00 +0200;Thursday;3;14;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-26 06:00:00 +0200;Thursday;38;13;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-26 07:00:00 +0200;Thursday;125;13;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-26 08:00:00 +0200;Thursday;281;14;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-26 09:00:00 +0200;Thursday;232;15;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-26 10:00:00 +0200;Thursday;315;16;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-26 11:00:00 +0200;Thursday;587;16;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-26 12:00:00 +0200;Thursday;836;17;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-26 13:00:00 +0200;Thursday;979;17;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-26 14:00:00 +0200;Thursday;1009;18;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-26 15:00:00 +0200;Thursday;1088;18;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-26 16:00:00 +0200;Thursday;924;18;rain;
Neue Schönhauser Straße, Berlin;2021-08-26 17:00:00 +0200;Thursday;941;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-26 18:00:00 +0200;Thursday;963;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-26 19:00:00 +0200;Thursday;505;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-26 20:00:00 +0200;Thursday;233;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-26 21:00:00 +0200;Thursday;193;14;rain;
Neue Schönhauser Straße, Berlin;2021-08-26 22:00:00 +0200;Thursday;75;14;rain;
Neue Schönhauser Straße, Berlin;2021-08-26 23:00:00 +0200;Thursday;57;13;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 00:00:00 +0200;Friday;29;13;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 01:00:00 +0200;Friday;24;12;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 02:00:00 +0200;Friday;12;12;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 03:00:00 +0200;Friday;6;12;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 04:00:00 +0200;Friday;8;12;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 05:00:00 +0200;Friday;19;12;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 06:00:00 +0200;Friday;28;12;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 07:00:00 +0200;Friday;82;12;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 08:00:00 +0200;Friday;174;12;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 09:00:00 +0200;Friday;228;13;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 10:00:00 +0200;Friday;394;14;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 11:00:00 +0200;Friday;599;14;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 12:00:00 +0200;Friday;774;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 13:00:00 +0200;Friday;1037;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 14:00:00 +0200;Friday;984;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 15:00:00 +0200;Friday;1095;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 16:00:00 +0200;Friday;1217;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 17:00:00 +0200;Friday;1259;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 18:00:00 +0200;Friday;1054;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 19:00:00 +0200;Friday;792;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 20:00:00 +0200;Friday;395;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 21:00:00 +0200;Friday;316;14;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 22:00:00 +0200;Friday;220;14;rain;
Neue Schönhauser Straße, Berlin;2021-08-27 23:00:00 +0200;Friday;120;13;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 00:00:00 +0200;Saturday;99;13;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-28 01:00:00 +0200;Saturday;72;12;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-28 02:00:00 +0200;Saturday;37;12;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-28 03:00:00 +0200;Saturday;13;12;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-28 04:00:00 +0200;Saturday;9;11;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-28 05:00:00 +0200;Saturday;19;11;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-28 06:00:00 +0200;Saturday;12;11;partly-cloudy-night;
Neue Schönhauser Straße, Berlin;2021-08-28 07:00:00 +0200;Saturday;25;11;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-28 08:00:00 +0200;Saturday;61;12;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-28 09:00:00 +0200;Saturday;139;14;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 10:00:00 +0200;Saturday;352;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 11:00:00 +0200;Saturday;697;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 12:00:00 +0200;Saturday;1160;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 13:00:00 +0200;Saturday;1854;18;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 14:00:00 +0200;Saturday;1601;19;partly-cloudy-day;
Neue Schönhauser Straße, Berlin;2021-08-28 15:00:00 +0200;Saturday;1727;20;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-28 16:00:00 +0200;Saturday;1742;20;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-28 17:00:00 +0200;Saturday;1578;20;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-28 18:00:00 +0200;Saturday;986;19;cloudy;
Neue Schönhauser Straße, Berlin;2021-08-28 19:00:00 +0200;Saturday;650;18;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 20:00:00 +0200;Saturday;368;17;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 21:00:00 +0200;Saturday;232;16;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 22:00:00 +0200;Saturday;225;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-28 23:00:00 +0200;Saturday;169;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-29 00:00:00 +0200;Sunday;85;15;rain;
Neue Schönhauser Straße, Berlin;2021-08-29 01:00:00 +0200;Sunday;32;14;rain;
