location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Leipziger Straße (West), Halle (Saale);2020-12-12 20:00:00 +0100;Saturday;178;;;
Leipziger Straße (West), Halle (Saale);2020-12-12 21:00:00 +0100;Saturday;88;;;
Leipziger Straße (West), Halle (Saale);2020-12-12 22:00:00 +0100;Saturday;63;;;
Leipziger Straße (West), Halle (Saale);2020-12-12 23:00:00 +0100;Saturday;51;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 00:00:00 +0100;Sunday;45;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 01:00:00 +0100;Sunday;28;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 02:00:00 +0100;Sunday;19;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 03:00:00 +0100;Sunday;12;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 04:00:00 +0100;Sunday;8;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 05:00:00 +0100;Sunday;11;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 06:00:00 +0100;Sunday;12;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 07:00:00 +0100;Sunday;16;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 08:00:00 +0100;Sunday;22;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 09:00:00 +0100;Sunday;54;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 10:00:00 +0100;Sunday;118;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 11:00:00 +0100;Sunday;168;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 12:00:00 +0100;Sunday;215;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 13:00:00 +0100;Sunday;239;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 14:00:00 +0100;Sunday;301;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 15:00:00 +0100;Sunday;349;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 16:00:00 +0100;Sunday;289;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 17:00:00 +0100;Sunday;312;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 18:00:00 +0100;Sunday;185;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 19:00:00 +0100;Sunday;111;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 20:00:00 +0100;Sunday;88;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 21:00:00 +0100;Sunday;58;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 22:00:00 +0100;Sunday;57;;;
Leipziger Straße (West), Halle (Saale);2020-12-13 23:00:00 +0100;Sunday;24;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 00:00:00 +0100;Monday;14;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 01:00:00 +0100;Monday;6;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 02:00:00 +0100;Monday;4;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 03:00:00 +0100;Monday;10;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 04:00:00 +0100;Monday;14;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 05:00:00 +0100;Monday;69;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 06:00:00 +0100;Monday;140;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 07:00:00 +0100;Monday;429;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 08:00:00 +0100;Monday;574;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 09:00:00 +0100;Monday;1289;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 10:00:00 +0100;Monday;2685;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 11:00:00 +0100;Monday;3098;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 12:00:00 +0100;Monday;3212;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 13:00:00 +0100;Monday;3046;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 14:00:00 +0100;Monday;3289;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 15:00:00 +0100;Monday;3412;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 16:00:00 +0100;Monday;3750;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 17:00:00 +0100;Monday;3295;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 18:00:00 +0100;Monday;2155;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 19:00:00 +0100;Monday;927;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 20:00:00 +0100;Monday;323;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 21:00:00 +0100;Monday;130;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 22:00:00 +0100;Monday;66;;;
Leipziger Straße (West), Halle (Saale);2020-12-14 23:00:00 +0100;Monday;57;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 00:00:00 +0100;Tuesday;34;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 01:00:00 +0100;Tuesday;15;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 02:00:00 +0100;Tuesday;10;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 03:00:00 +0100;Tuesday;6;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 04:00:00 +0100;Tuesday;12;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 05:00:00 +0100;Tuesday;43;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 06:00:00 +0100;Tuesday;140;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 07:00:00 +0100;Tuesday;325;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 08:00:00 +0100;Tuesday;534;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 09:00:00 +0100;Tuesday;1229;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 10:00:00 +0100;Tuesday;2285;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 11:00:00 +0100;Tuesday;2833;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 12:00:00 +0100;Tuesday;2997;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 13:00:00 +0100;Tuesday;3016;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 14:00:00 +0100;Tuesday;3295;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 15:00:00 +0100;Tuesday;3608;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 16:00:00 +0100;Tuesday;3875;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 17:00:00 +0100;Tuesday;3260;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 18:00:00 +0100;Tuesday;2327;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 19:00:00 +0100;Tuesday;1152;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 20:00:00 +0100;Tuesday;298;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 21:00:00 +0100;Tuesday;138;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 22:00:00 +0100;Tuesday;74;;;
Leipziger Straße (West), Halle (Saale);2020-12-15 23:00:00 +0100;Tuesday;66;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 00:00:00 +0100;Wednesday;43;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 01:00:00 +0100;Wednesday;22;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 02:00:00 +0100;Wednesday;25;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 03:00:00 +0100;Wednesday;21;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 04:00:00 +0100;Wednesday;15;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 05:00:00 +0100;Wednesday;65;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 06:00:00 +0100;Wednesday;133;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 07:00:00 +0100;Wednesday;277;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 08:00:00 +0100;Wednesday;397;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 09:00:00 +0100;Wednesday;461;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 10:00:00 +0100;Wednesday;661;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 11:00:00 +0100;Wednesday;786;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 12:00:00 +0100;Wednesday;859;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 13:00:00 +0100;Wednesday;757;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 14:00:00 +0100;Wednesday;708;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 15:00:00 +0100;Wednesday;802;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 16:00:00 +0100;Wednesday;804;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 17:00:00 +0100;Wednesday;727;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 18:00:00 +0100;Wednesday;406;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 19:00:00 +0100;Wednesday;262;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 20:00:00 +0100;Wednesday;148;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 21:00:00 +0100;Wednesday;122;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 22:00:00 +0100;Wednesday;53;;;
Leipziger Straße (West), Halle (Saale);2020-12-16 23:00:00 +0100;Wednesday;60;;;
Leipziger Straße (West), Halle (Saale);2020-12-17 00:00:00 +0100;Thursday;22;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 01:00:00 +0100;Thursday;13;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 02:00:00 +0100;Thursday;12;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 03:00:00 +0100;Thursday;12;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 04:00:00 +0100;Thursday;21;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 05:00:00 +0100;Thursday;39;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 06:00:00 +0100;Thursday;118;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 07:00:00 +0100;Thursday;261;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 08:00:00 +0100;Thursday;298;5;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 09:00:00 +0100;Thursday;445;5;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 10:00:00 +0100;Thursday;563;6;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 11:00:00 +0100;Thursday;747;7;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 12:00:00 +0100;Thursday;823;9;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 13:00:00 +0100;Thursday;751;9;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 14:00:00 +0100;Thursday;773;9;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 15:00:00 +0100;Thursday;775;8;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 16:00:00 +0100;Thursday;803;9;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 17:00:00 +0100;Thursday;645;8;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-17 18:00:00 +0100;Thursday;388;7;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 19:00:00 +0100;Thursday;254;6;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 20:00:00 +0100;Thursday;163;5;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 21:00:00 +0100;Thursday;103;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 22:00:00 +0100;Thursday;46;4;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-17 23:00:00 +0100;Thursday;42;4;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 00:00:00 +0100;Friday;33;4;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 01:00:00 +0100;Friday;9;4;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 02:00:00 +0100;Friday;13;4;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 03:00:00 +0100;Friday;6;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 04:00:00 +0100;Friday;14;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 05:00:00 +0100;Friday;40;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 06:00:00 +0100;Friday;92;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 07:00:00 +0100;Friday;213;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 08:00:00 +0100;Friday;280;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 09:00:00 +0100;Friday;519;4;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-18 10:00:00 +0100;Friday;630;4;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-18 11:00:00 +0100;Friday;775;6;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-18 12:00:00 +0100;Friday;826;7;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-18 13:00:00 +0100;Friday;773;7;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-18 14:00:00 +0100;Friday;871;8;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-18 15:00:00 +0100;Friday;849;7;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-18 16:00:00 +0100;Friday;919;6;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 17:00:00 +0100;Friday;680;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 18:00:00 +0100;Friday;432;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 19:00:00 +0100;Friday;300;4;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 20:00:00 +0100;Friday;204;3;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 21:00:00 +0100;Friday;79;3;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 22:00:00 +0100;Friday;57;3;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-18 23:00:00 +0100;Friday;46;2;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 00:00:00 +0100;Saturday;23;2;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 01:00:00 +0100;Saturday;18;2;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 02:00:00 +0100;Saturday;21;2;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 03:00:00 +0100;Saturday;14;2;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 04:00:00 +0100;Saturday;16;2;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 05:00:00 +0100;Saturday;18;1;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 06:00:00 +0100;Saturday;20;2;partly-cloudy-night;
